applicant_id,age,monthly_income,annual_income,employment_type,years_employed,existing_loans,credit_score,emi_to_income_ratio,geo_mismatch,video_stress_score,default_label
de813be8,25,73928,887136,salaried,1,1,700,0.5041,0,0.2942,1
87fe52cc,25,15541,186502,self_employed,1,1,684,0.4893,0,0.2859,0
98e1c632,35,15424,185095,self_employed,0,1,515,0.5834,0,0.3252,1
beab568d,24,35462,425555,salaried,0,1,811,0.5951,0,0.3638,1
5943b853,36,31258,375102,business,2,1,758,0.566,0,0.1185,1
1b767141,30,18605,223266,salaried,2,0,735,0.1543,0,0.263,0
b014acd9,30,30755,369064,business,0,2,698,0.135,0,0.0608,0
5267d994,34,33682,404193,self_employed,0,1,613,0.4858,0,0.3807,1
a9b09b72,45,29263,351159,salaried,3,0,661,0.5815,0,0.3054,1
739d09e6,29,59405,712863,salaried,3,1,746,0.5485,0,0.2586,1
25dddf19,36,55046,660561,salaried,5,1,741,0.2075,0,0.3405,0
8d58759f,39,31934,383209,business,3,2,670,0.4602,0,0.3454,0
4096d8c4,22,59904,718858,self_employed,0,1,530,0.2343,0,0.3787,1
06ec6d7c,40,50939,611271,salaried,8,2,720,0.1897,0,0.1726,0
a43deac9,43,35655,427861,business,6,1,614,0.3038,0,0.2623,0
1c2a7c07,44,10571,126862,self_employed,5,0,686,0.1415,0,0.2261,0
4115338d,23,17774,213290,salaried,0,1,605,0.3144,0,0.3556,0
f6e40ca5,24,28056,336673,self_employed,1,2,555,0.1823,0,0.1389,0
512eb391,34,41995,503950,salaried,1,0,604,0.1889,0,0.3211,0
568ddff2,33,18478,221746,self_employed,5,2,622,0.5879,0,0.0129,1
d5f9bdf0,35,55514,666169,self_employed,4,0,627,0.5758,1,0.0795,1
f19742ae,31,65436,785240,self_employed,1,2,765,0.2745,0,0.2203,0
edb1fcbb,36,41761,501142,student,3,0,720,0.5285,0,0.3748,1
28e2cbaf,21,42609,511317,self_employed,0,0,588,0.3765,0,0.0269,0
96610ac9,41,47266,567197,salaried,7,1,760,0.455,0,0.1816,0
e70f1adb,49,40630,487561,salaried,2,0,691,0.3985,0,0.3695,0
900fac25,29,35062,420754,salaried,1,1,731,0.5783,0,0.2911,1
0601a2a0,37,31845,382142,self_employed,1,2,554,0.134,0,0.1347,0
a0faf55a,51,51506,618076,self_employed,0,0,714,0.2601,0,0.0294,0
a7978c4d,35,50656,607877,salaried,2,3,582,0.4185,0,0.2975,0
600b5861,38,18099,217195,salaried,7,2,853,0.5408,0,0.2981,1
5089f4b2,53,33416,400996,salaried,7,0,535,0.5956,0,0.2723,1
4aaaa3df,55,42451,509423,business,10,1,776,0.5147,0,0.1626,1
9221704b,24,17369,208439,salaried,0,4,757,0.2099,0,0.1696,0
851e3ac4,30,45229,542750,business,2,2,634,0.1902,0,0.0426,0
c8bd399a,43,31329,375956,business,8,1,774,0.2126,0,0.1653,0
b19f2a06,39,82470,989640,business,7,2,815,0.3652,1,0.3319,0
c64c46cb,42,47471,569653,salaried,5,2,695,0.4251,0,0.2504,0
cff9c592,21,35726,428713,salaried,0,0,503,0.5381,0,0.4117,1
5662b7aa,21,41843,502123,self_employed,0,1,656,0.2628,1,0.3828,0
24986f6d,52,36079,432950,self_employed,14,1,735,0.4553,0,0.2659,0
c187dccf,42,16956,203481,self_employed,5,1,703,0.4085,0,0.4626,0
b8cae8ad,38,33293,399522,self_employed,5,0,661,0.1703,0,0.3069,0
4709ce9a,22,16217,194615,salaried,0,0,711,0.5318,1,0.1646,1
854b0435,30,29657,355884,self_employed,0,2,655,0.5163,0,0.1342,1
ae509775,40,36515,438190,salaried,1,1,599,0.5684,0,0.1202,1
52233d23,21,19608,235298,salaried,0,1,687,0.1476,0,0.4163,0
41804f76,27,33003,396040,salaried,1,2,731,0.2986,0,0.069,0
5042a283,38,66758,801101,salaried,3,0,543,0.2647,1,0.2534,1
7d2efd56,40,26753,321046,salaried,4,0,640,0.5452,0,0.0371,1
08d8790e,29,22280,267360,salaried,0,1,806,0.4858,0,0.308,0
d96ee85b,44,56218,674626,salaried,5,2,620,0.2333,0,0.0335,0
038fbb7b,44,37806,453675,salaried,2,1,746,0.1079,0,0.397,0
3e49a37f,21,33766,405200,salaried,0,2,691,0.5711,1,0.2501,1
dcf8e57c,51,43595,523148,salaried,12,1,744,0.3238,0,0.5175,0
e019f4c3,46,36896,442754,self_employed,11,0,729,0.1887,0,0.251,0
fd452819,37,24235,290828,salaried,5,1,838,0.5503,0,0.2403,1
06648af9,33,20423,245087,salaried,5,2,727,0.2607,0,0.4942,0
99e42962,42,76872,922467,student,6,0,794,0.2945,0,0.0247,0
553b08e7,40,42391,508692,self_employed,3,2,839,0.4569,0,0.2471,0
f81463a6,32,69380,832564,self_employed,4,1,816,0.3369,0,0.1633,0
5837595c,51,30761,369133,self_employed,12,1,826,0.5022,0,0.324,1
5f85b40e,21,59951,719412,self_employed,0,3,762,0.3868,0,0.1548,0
8535fa2c,28,24089,289078,salaried,2,1,597,0.3464,0,0.223,0
96b5f07f,39,16872,202469,salaried,5,0,791,0.1032,0,0.3816,0
d3e03fb0,34,42430,509164,salaried,1,3,727,0.2093,0,0.4729,0
75c5c13f,41,52332,627992,salaried,8,2,648,0.2751,0,0.0677,0
7a728fc6,21,55112,661349,salaried,0,0,713,0.3007,0,0.0557,0
264d5fd8,32,41570,498847,business,5,1,764,0.4778,0,0.1586,0
d74a96ae,46,25282,303390,student,3,3,662,0.4018,0,0.402,0
45598ac2,21,40855,490267,self_employed,0,2,637,0.1868,0,0.1279,0
b6d8219d,32,40572,486866,salaried,2,0,854,0.2229,0,0.1976,0
0fcc7ee2,29,33238,398861,salaried,2,2,843,0.3168,0,0.2905,1
287ff351,38,28014,336169,self_employed,0,2,685,0.1442,0,0.538,0
4d4da813,38,20657,247885,business,3,2,691,0.5977,0,0.1344,1
759d3cc1,35,37654,451855,self_employed,0,0,780,0.2649,0,0.8042,0
7c93908a,32,38248,458984,self_employed,5,2,772,0.4489,0,0.227,0
8af59c6c,35,17738,212861,salaried,3,2,593,0.17,0,0.3224,0
cacd090b,33,82418,989023,self_employed,4,1,650,0.4476,0,0.4243,0
4e18ba44,34,18012,216152,business,3,1,699,0.3002,0,0.1291,0
0d869160,49,25346,304156,salaried,7,1,490,0.1211,0,0.0301,0
abf8fc99,22,38401,460813,self_employed,0,0,770,0.4399,0,0.3282,0
caa6dfda,38,40775,489307,salaried,4,2,720,0.2645,0,0.2132,1
1d75d1c7,25,23699,284395,self_employed,1,3,573,0.3664,0,0.1109,0
24a5dcfd,54,22446,269358,business,4,0,798,0.3474,0,0.1261,0
a9bc3517,35,32713,392563,salaried,5,1,740,0.1412,0,0.1087,0
7c730dcb,22,33826,405919,business,0,1,680,0.5224,0,0.3266,1
c4715fad,32,65237,782855,salaried,0,2,594,0.1064,0,0.1721,0
6c611cb8,21,21104,253250,salaried,0,5,612,0.2841,0,0.3547,0
dcd8f900,28,35354,424258,salaried,3,1,871,0.1456,0,0.2167,0
85e97f14,41,31902,382832,salaried,5,2,623,0.3498,0,0.3551,0
31250612,48,40638,487667,self_employed,9,1,726,0.1742,0,0.099,0
d162ec8b,45,30275,363308,salaried,7,3,703,0.385,0,0.3578,0
de2375f5,33,55131,661573,salaried,2,0,692,0.2128,0,0.2293,0
c774c104,40,46433,557199,student,2,2,577,0.2703,0,0.3133,0
b7847807,43,61769,741239,salaried,9,2,871,0.5911,0,0.4455,1
17a2e036,57,36239,434872,business,8,0,741,0.2453,0,0.0783,0
bbd0c013,28,34069,408830,salaried,1,0,639,0.5082,0,0.3609,1
aef22f12,50,28650,343807,salaried,8,1,617,0.2491,0,0.5501,0
aa4d242d,24,17545,210551,business,1,1,705,0.2724,1,0.3087,0
41be4203,46,40594,487129,salaried,5,0,650,0.3718,0,0.1131,0
8f511dc5,28,41886,502633,salaried,0,1,695,0.3205,0,0.2599,0
69d0a319,28,44028,528344,salaried,1,1,741,0.2387,0,0.3356,0
b04233d6,32,28688,344263,business,0,1,554,0.4666,0,0.1257,0
f8142b56,27,20297,243569,business,0,4,900,0.143,0,0.2047,0
97bb2f8a,39,23761,285141,salaried,4,1,553,0.5893,0,0.149,1
76dca6d5,47,37906,454882,salaried,6,2,658,0.5509,0,0.6369,1
cec6cf9a,21,56375,676500,salaried,0,2,560,0.3092,0,0.2095,0
44012def,33,16822,201874,salaried,3,0,786,0.5912,0,0.4033,1
f5cf701a,24,70922,851069,business,0,1,817,0.5027,0,0.1073,1
3878ed71,44,13256,159077,salaried,2,0,730,0.5175,0,0.1706,1
e958a157,49,78365,940387,salaried,1,0,638,0.1625,0,0.3042,0
a25fbbb4,33,21481,257777,self_employed,2,2,632,0.1107,0,0.3045,0
736cd760,27,66177,794125,business,1,0,752,0.5821,0,0.2499,1
98a89c16,21,28048,336579,salaried,0,1,818,0.1961,0,0.1385,0
9c42b88f,54,64807,777692,business,0,2,695,0.1697,0,0.3425,0
6f1907f2,48,12109,145319,business,10,0,517,0.1202,0,0.5081,1
f2df33e2,21,44677,536132,salaried,0,0,603,0.4654,0,0.4005,0
81f22c6d,41,54446,653353,salaried,6,0,625,0.1785,0,0.4057,0
2395e72c,23,39455,473471,salaried,0,1,703,0.4971,0,0.1744,0
ba0ddaf9,29,44878,538547,business,1,4,773,0.5089,0,0.1269,1
187fdec8,22,55115,661389,salaried,0,1,710,0.4857,0,0.0245,0
c0c3b873,21,37594,451135,salaried,0,2,709,0.2651,1,0.6126,0
7fd5d6c4,34,28154,337849,salaried,3,1,609,0.2478,0,0.439,0
067ede02,53,19167,230014,salaried,13,1,634,0.306,0,0.13,0
aa94e3bf,25,52658,631907,salaried,0,1,752,0.4298,0,0.2437,0
9354304c,43,56704,680456,salaried,5,1,721,0.4682,0,0.5975,0
d4e660ba,45,47367,568411,salaried,10,3,833,0.2099,0,0.488,0
7b9c485b,42,49021,588263,business,5,3,662,0.58,0,0.3648,1
744e117b,54,38916,466998,salaried,12,1,785,0.3138,1,0.1668,0
ceae8fe3,44,28394,340738,student,0,0,688,0.2317,1,0.2271,0
331f693d,53,58086,697042,self_employed,5,0,807,0.4761,0,0.1603,0
6c369cb7,23,27971,335663,salaried,0,3,620,0.2346,0,0.754,0
dfff7400,42,36721,440654,salaried,4,2,655,0.2276,0,0.3037,0
6de1b0f7,50,44605,535269,student,4,1,615,0.5334,0,0.0553,1
48207af2,27,64986,779839,business,1,4,769,0.3497,0,0.4177,0
ee7c8fc3,21,9368,112420,salaried,0,4,609,0.5725,0,0.2557,1
d8ce558b,22,51649,619790,business,0,2,506,0.1527,0,0.3204,1
78c88b27,27,28509,342113,self_employed,0,0,664,0.416,0,0.3168,0
f7ca3fe8,40,43768,525218,self_employed,1,0,582,0.4218,0,0.4092,0
7e9c4ad2,29,14939,179270,salaried,1,0,610,0.4759,0,0.1886,0
91e9b6bd,35,24902,298832,salaried,0,0,763,0.1268,0,0.1166,1
bc4b6593,28,59132,709593,salaried,0,3,870,0.136,0,0.1122,0
d9906607,33,59159,709912,salaried,4,1,619,0.5783,0,0.35,1
b6a6a0b4,34,31991,383894,self_employed,5,1,777,0.425,0,0.0805,0
06739666,28,75061,900741,salaried,2,2,731,0.1924,0,0.2109,0
28ab98d7,43,34821,417858,salaried,5,0,696,0.567,0,0.0545,1
8445dd06,48,40420,485050,salaried,3,0,527,0.4721,0,0.3762,1
2a611da4,23,24004,288051,self_employed,1,4,680,0.5967,0,0.2878,1
bd7c2990,37,28359,340318,self_employed,4,1,505,0.1728,0,0.2041,1
31f9ec18,21,42014,504171,business,0,0,613,0.2532,0,0.2266,1
3254a5d9,21,12261,147143,salaried,0,0,649,0.2804,0,0.1452,0
240a0d82,45,36474,437692,business,6,0,568,0.506,0,0.2171,1
b632ab14,55,42532,510384,salaried,9,1,557,0.2759,0,0.4442,0
0e1727c2,31,34955,419460,salaried,0,3,673,0.2452,0,0.0621,0
a213c26c,53,66693,800317,salaried,6,0,658,0.5452,0,0.2963,1
aecc7b74,28,28095,337151,self_employed,0,0,771,0.4287,0,0.2536,1
5a6448b8,32,31357,376292,salaried,0,0,744,0.3227,0,0.438,0
516a5ce2,51,29121,349454,self_employed,5,1,748,0.5993,0,0.2181,1
f66e9b4d,25,30461,365537,salaried,2,0,729,0.5408,0,0.4129,1
ec2b39d1,44,32446,389359,salaried,4,1,900,0.4871,0,0.2558,0
e3db9875,31,27126,325517,salaried,4,0,589,0.3697,0,0.3053,0
44666134,27,57852,694232,salaried,0,0,698,0.4466,0,0.1138,1
4f15bb72,29,65365,784380,self_employed,1,2,807,0.2593,0,0.4368,0
6c7a7d5d,21,58419,701028,salaried,0,0,556,0.2811,0,0.2361,0
15526ebf,47,48086,577039,business,11,0,660,0.3966,0,0.2871,0
1dde00be,37,22503,270040,self_employed,4,1,636,0.3312,0,0.1971,0
68f38442,33,33682,404191,salaried,2,2,747,0.1514,0,0.613,0
0cc72f9c,28,89166,1069998,student,2,1,721,0.1371,0,0.7963,0
d94dcea9,38,31668,380016,student,5,0,842,0.1865,0,0.1438,0
3517faa3,43,41619,499437,salaried,9,0,708,0.2662,0,0.3346,0
c62281f8,32,17789,213471,salaried,0,0,567,0.4833,0,0.087,0
23ed3ba8,44,44486,533841,self_employed,7,1,817,0.4004,1,0.125,0
57e85233,37,25743,308916,self_employed,3,1,518,0.5381,0,0.1412,1
3c0ad848,34,30966,371597,business,1,1,833,0.236,0,0.292,0
9eaee564,44,10090,121087,salaried,1,1,717,0.2156,0,0.094,0
f1210b3c,29,34079,408951,self_employed,2,0,684,0.5778,0,0.1509,1
6ced8fca,22,52264,627171,business,0,3,799,0.2785,0,0.2695,0
17f091ff,34,53238,638860,self_employed,6,3,690,0.2653,0,0.3623,0
3046a000,35,29242,350910,salaried,3,0,900,0.5829,0,0.1478,1
6cd9bed8,32,49351,592214,self_employed,4,1,853,0.2226,0,0.4123,0
dae7a02c,46,53822,645868,student,2,0,781,0.5276,0,0.2698,1
ef900a24,40,24702,296424,salaried,1,1,584,0.1299,0,0.1784,0
4f802743,33,53983,647799,self_employed,4,0,653,0.1556,0,0.11,0
ec5894a6,34,30062,360749,self_employed,4,0,729,0.137,0,0.1133,0
2a789e6a,35,19238,230858,salaried,2,4,665,0.3503,0,0.473,0
7d070407,40,25511,306140,salaried,0,3,441,0.316,0,0.0511,1
ce8711aa,35,38531,462376,salaried,0,1,570,0.3078,0,0.5039,0
d19e612b,33,17725,212711,self_employed,2,1,658,0.162,0,0.113,0
ab672132,21,13822,165867,salaried,0,1,771,0.4205,0,0.2528,0
8040f6cf,27,41633,499600,salaried,1,0,779,0.4882,0,0.4793,0
170b2fc6,37,40886,490632,salaried,1,1,794,0.2738,0,0.4773,0
9a9f0369,36,30867,370405,self_employed,5,0,743,0.242,0,0.2811,0
51980027,21,36345,436150,self_employed,0,2,717,0.5929,0,0.2676,1
147f3dc8,29,46847,562164,business,3,3,806,0.1551,0,0.4841,0
a27e59de,25,16145,193744,salaried,0,0,575,0.2073,0,0.1852,0
3dc2dcdb,48,10401,124814,self_employed,8,0,711,0.4051,1,0.1403,0
e0026595,37,50209,602508,salaried,0,2,680,0.443,0,0.2578,0
58e103f4,39,41196,494353,salaried,3,1,658,0.2967,0,0.2499,0
385d2f42,34,44147,529768,salaried,2,2,756,0.1775,0,0.2645,0
794e8f61,28,23914,286976,salaried,0,2,658,0.4908,0,0.6324,0
5e94b631,30,37902,454830,business,4,3,524,0.2051,0,0.101,1
85d18243,39,56044,672536,salaried,0,0,620,0.2132,0,0.0941,0
7408daa4,32,38131,457583,salaried,3,0,674,0.4649,0,0.2477,0
5f0d007f,40,27513,330165,student,3,2,704,0.2307,0,0.6736,0
241685f0,36,38398,460777,salaried,2,2,596,0.4513,0,0.2703,0
b6552f15,37,63554,762658,salaried,1,2,590,0.1148,0,0.4137,0
98360aed,38,37340,448082,salaried,6,0,507,0.4976,0,0.2565,1
7ac12fb3,29,20890,250689,salaried,1,2,690,0.2346,1,0.1953,0
3c03dca6,31,75286,903432,student,4,1,632,0.2071,0,0.437,0
aa564a14,44,30288,363461,salaried,1,2,611,0.3176,1,0.4282,0
da172001,53,25409,304916,self_employed,14,2,574,0.4472,0,0.0803,0
8297d626,44,26252,315030,salaried,8,0,641,0.3404,0,0.1542,0
6148267a,21,43478,521742,salaried,0,4,751,0.3827,0,0.2338,0
91d1e590,27,26422,317071,salaried,0,2,431,0.1692,0,0.4753,1
67cbaa7b,36,16597,199169,salaried,0,1,711,0.2026,0,0.083,0
13355d11,24,42491,509900,salaried,0,0,687,0.1084,0,0.086,0
74e95b19,23,38212,458549,salaried,0,2,687,0.2829,0,0.0982,0
387e407e,30,36246,434953,salaried,3,1,681,0.3274,0,0.6427,0
10a1bbb9,38,21850,262206,salaried,7,0,826,0.5592,0,0.0892,1
400d80b8,41,28843,346117,self_employed,1,0,719,0.3404,0,0.2445,0
50842208,31,42400,508800,salaried,3,0,749,0.4696,0,0.3679,0
22c17e32,30,36353,436247,salaried,1,2,710,0.3194,0,0.1795,0
675e5db8,26,40046,480562,salaried,0,3,683,0.3533,0,0.4119,1
0f4d8561,40,69023,828286,salaried,4,1,747,0.5589,0,0.1756,1
0f4f3da2,39,39075,468902,salaried,4,1,665,0.3742,1,0.0713,0
894f75e7,44,43394,520730,salaried,6,3,690,0.2992,0,0.211,0
59a9cd8e,36,22848,274186,salaried,4,0,742,0.281,0,0.1574,1
ad0277a6,21,20818,249822,self_employed,0,1,671,0.5277,0,0.4235,1
83830000,31,47113,565358,salaried,0,0,651,0.2438,0,0.4018,0
394a0069,43,28100,337210,business,7,0,550,0.5366,0,0.2752,1
35cd3380,21,15803,189639,self_employed,0,0,660,0.4981,0,0.4109,0
f9ee8c19,34,43329,519950,student,5,1,679,0.1652,0,0.1242,0
13c2e893,37,55444,665334,salaried,3,1,702,0.1873,0,0.402,0
69f39508,55,21610,259322,salaried,13,2,794,0.4056,0,0.268,0
c6b82142,28,16043,192521,student,1,3,678,0.1254,0,0.1962,0
498d2ee6,33,66320,795844,business,3,1,623,0.5611,0,0.2567,1
ff1f4dcc,51,62624,751489,salaried,2,2,748,0.1842,0,0.4192,0
49706453,29,55201,662415,salaried,2,1,701,0.3388,0,0.3845,0
3ea39784,45,24037,288446,salaried,4,3,768,0.3022,0,0.0217,0
7375db85,38,30594,367137,business,4,1,704,0.5981,0,0.5094,1
46c02b35,32,41852,502225,salaried,5,1,649,0.3322,0,0.1164,0
f080acba,39,52186,626240,business,0,1,751,0.1814,1,0.4141,0
ddd54bff,33,32950,395404,self_employed,1,1,712,0.2182,0,0.5774,0
ccb2c095,57,115229,1382756,salaried,15,1,594,0.3275,0,0.2403,0
e411c292,21,45872,550466,salaried,0,2,758,0.1776,0,0.3661,0
6c90d8d4,32,37088,445067,business,2,1,847,0.2041,0,0.3921,0
987bba16,32,32670,392047,self_employed,0,0,780,0.5581,0,0.3368,1
02b050ee,33,38849,466195,self_employed,0,1,876,0.2568,0,0.4852,0
d109a2f6,45,41660,499929,salaried,4,4,568,0.3308,0,0.1175,0
f3015d84,30,21128,253543,self_employed,0,1,652,0.3306,0,0.2915,0
e4d8d403,39,20411,244933,self_employed,0,2,687,0.1507,0,0.2898,0
bd2d7228,37,25065,300790,salaried,2,0,601,0.1292,0,0.4393,0
55f941dd,43,30308,363705,salaried,1,0,675,0.1685,0,0.1836,0
255756b0,33,37725,452704,self_employed,4,2,753,0.514,0,0.2927,0
2cfa1e6c,38,28646,343758,business,5,0,662,0.5771,0,0.1599,1
32eb4860,33,34614,415370,salaried,1,1,763,0.3921,0,0.3528,0
8414d461,25,18445,221342,salaried,1,0,595,0.5597,0,0.1642,1
8535a416,50,60330,723969,salaried,5,2,600,0.4457,0,0.346,0
336dde66,27,18794,225528,salaried,0,0,785,0.5842,0,0.2557,1
61e24eed,30,40186,482243,business,0,1,769,0.2418,0,0.1921,0
c1c04631,26,22107,265288,business,0,2,608,0.309,0,0.7756,0
f745aff2,39,41892,502707,business,0,1,624,0.36,0,0.1841,0
3a2896a2,30,70586,847035,salaried,0,2,556,0.1395,0,0.503,0
d65f8ccf,50,50561,606739,salaried,11,0,527,0.1333,0,0.2754,1
46c2ee5e,40,23476,281719,salaried,8,2,623,0.2716,0,0.2494,1
2fd957ce,32,38889,466679,salaried,0,2,583,0.1257,0,0.2582,0
580fdc9d,25,29750,357009,salaried,1,1,659,0.5075,0,0.3256,1
a912bd8d,33,19349,232197,salaried,3,1,674,0.5034,0,0.5928,1
759163df,40,54705,656468,salaried,1,0,634,0.2713,0,0.4032,0
53557292,34,99901,1198815,self_employed,2,1,590,0.395,0,0.6678,0
ae0a1509,33,62655,751860,business,3,0,419,0.1581,0,0.0509,1
9c2939a9,24,20240,242888,salaried,0,2,690,0.3219,0,0.1921,1
936c8d63,57,89081,1068973,salaried,8,1,691,0.5926,0,0.1097,1
86b90179,32,26493,317926,salaried,5,0,603,0.1657,0,0.5992,0
1f722d9b,21,29095,349145,business,0,1,734,0.4889,0,0.2676,0
ebff7e9c,24,25039,300477,salaried,1,1,900,0.2179,0,0.1346,0
188f6918,31,37605,451267,business,2,2,769,0.1598,1,0.5182,0
9acc45c0,54,13904,166851,business,8,4,775,0.2177,0,0.443,0
91e38200,33,22580,270962,salaried,0,2,667,0.3273,0,0.2768,0
b16c92a7,31,59274,711299,self_employed,4,1,695,0.1241,0,0.2426,0
f6ea99b3,43,112373,1348477,self_employed,2,0,599,0.5621,0,0.0911,1
2b571ccb,44,12914,154969,business,9,2,693,0.2274,0,0.3184,0
237a758a,41,56275,675308,salaried,9,0,814,0.2794,0,0.0754,0
956df939,36,20326,243915,salaried,5,2,737,0.4781,0,0.4442,0
ff5c4883,23,28440,341287,salaried,0,0,777,0.1128,0,0.1666,0
05e169f9,27,19805,237664,self_employed,2,0,583,0.3821,0,0.0929,0
e2fe2e4c,21,54933,659207,self_employed,0,3,663,0.1726,0,0.0642,0
c3d42863,32,45301,543614,salaried,1,0,849,0.3753,1,0.1493,0
fdd408dc,30,36957,443486,salaried,2,1,620,0.2811,0,0.319,0
62dc1172,29,49638,595665,self_employed,0,1,783,0.2077,0,0.3476,0
2d5db57b,37,46389,556676,salaried,6,0,596,0.2042,1,0.38,0
57c9a875,28,21025,252306,self_employed,3,0,694,0.3614,0,0.0575,0
38afffb9,31,40633,487605,business,1,1,721,0.3006,1,0.1798,0
c5ee9c7e,30,26318,315824,salaried,3,0,675,0.105,0,0.439,0
8c70b441,34,24878,298546,salaried,2,2,518,0.4895,0,0.1597,1
f4ce64b6,38,44023,528287,salaried,1,1,692,0.332,0,0.1931,0
1a896f1c,21,63744,764939,salaried,0,3,582,0.4593,0,0.0897,0
6eb4f519,39,33847,406168,salaried,4,5,658,0.4065,0,0.1667,0
719056b2,37,73687,884254,self_employed,1,4,675,0.3123,1,0.4428,0
3eee6bd5,39,30229,362751,self_employed,4,2,826,0.3729,0,0.1184,0
4b18b429,36,16355,196267,business,0,0,698,0.2142,1,0.569,0
8d712d6a,38,19094,229135,salaried,4,2,755,0.4206,0,0.2088,0
15cb9725,30,17217,206613,salaried,1,1,658,0.1503,0,0.3376,0
d5da9cd4,39,42116,505396,salaried,8,2,714,0.1817,0,0.217,0
138f2825,46,83442,1001308,salaried,7,4,623,0.4602,0,0.2679,0
f29cda98,30,59303,711645,salaried,3,0,612,0.176,0,0.0718,0
860ad88e,30,52822,633866,salaried,1,0,752,0.2506,0,0.0219,0
a50c9f76,41,73288,879466,salaried,5,2,716,0.3952,0,0.1426,0
75e821bb,29,47661,571932,salaried,2,0,632,0.1568,0,0.1417,0
0bafb1c9,27,58664,703978,self_employed,1,0,896,0.3586,0,0.1422,1
6e5077ad,39,36751,441020,salaried,2,1,701,0.4698,0,0.6798,0
53d57f6d,30,23567,282813,salaried,0,2,844,0.3515,0,0.4468,1
b606b0e8,47,20048,240581,business,3,2,736,0.2856,0,0.5161,0
287b66fa,30,29377,352525,self_employed,0,1,790,0.1214,0,0.2365,0
91972ae2,26,16024,192292,salaried,1,0,669,0.5121,0,0.4004,1
026a2024,34,29937,359248,self_employed,5,2,509,0.3147,0,0.1274,1
0dfa7b99,39,30269,363231,self_employed,5,1,713,0.1022,1,0.1402,0
52e13f7d,38,52150,625810,business,0,1,656,0.1292,0,0.2867,0
a5635ebf,40,32753,393036,self_employed,8,1,717,0.2386,0,0.2841,0
919ef538,29,62121,745456,salaried,1,1,777,0.3596,0,0.2038,0
1155a35c,46,28540,342487,business,6,2,630,0.5362,0,0.2425,1
d956be52,21,22273,267279,salaried,0,3,651,0.5314,0,0.2562,1
5dd0dfed,27,78888,946660,business,0,3,715,0.3407,0,0.1238,0
4db3e6a0,35,59240,710887,student,5,3,689,0.3771,0,0.9101,0
965088a7,28,37347,448174,salaried,1,3,887,0.4801,0,0.2575,0
32713928,31,26870,322445,self_employed,3,1,749,0.3503,0,0.0753,0
0c866c1a,25,98202,1178427,business,0,0,418,0.3892,1,0.1819,1
e70b0b7c,32,35682,428185,self_employed,1,5,639,0.2397,0,0.2809,0
139bd6cc,39,52186,626239,salaried,3,2,605,0.3522,0,0.3833,0
96e3af02,29,69256,831074,salaried,3,1,582,0.1868,0,0.3002,0
2284907c,26,43032,516392,salaried,1,0,622,0.5911,0,0.4232,1
2c6f48ac,30,20902,250830,salaried,0,0,833,0.313,0,0.6753,0
f5f63d22,46,32417,389007,salaried,7,1,588,0.4742,0,0.3361,1
782e6ef3,45,27991,335897,self_employed,0,3,616,0.4641,0,0.0672,0
bf2ea064,30,34804,417659,salaried,2,2,693,0.358,0,0.0444,0
cc55c93f,40,40762,489152,salaried,5,0,784,0.3767,0,0.0683,0
485fc9e8,34,29502,354035,self_employed,4,2,719,0.4005,1,0.2958,0
5366a03a,47,29850,358201,self_employed,3,1,795,0.3274,0,0.5567,0
a1372860,36,37655,451869,salaried,4,0,664,0.352,0,0.1051,0
3dee34d9,32,17820,213840,salaried,1,0,671,0.3922,0,0.2074,0
534b3db3,50,30237,362851,self_employed,2,2,711,0.422,0,0.2787,0
20105ba7,25,39823,477877,self_employed,1,0,790,0.4915,0,0.181,0
cd16c768,38,38065,456785,business,6,1,571,0.1203,0,0.2598,0
1ec0c730,48,24967,299611,salaried,2,3,614,0.5263,0,0.3854,1
cb0b6ee7,41,27934,335209,salaried,9,0,435,0.5298,0,0.3079,1
37c8f7ad,27,17784,213409,salaried,1,0,660,0.4638,0,0.3173,0
26d5ae4b,26,24677,296135,self_employed,0,1,822,0.1072,0,0.1797,0
d2ae1ff9,21,15087,181054,salaried,0,5,784,0.5288,0,0.4638,1
ab66aefb,49,31386,376636,salaried,8,3,778,0.104,0,0.3925,0
8b749c00,23,42982,515784,business,0,0,600,0.2393,1,0.5208,0
f0399fda,42,25172,302067,self_employed,8,0,697,0.1221,0,0.0542,0
ae12d58c,21,12624,151495,salaried,0,2,762,0.522,0,0.4772,1
771dcbba,60,51554,618656,self_employed,10,1,615,0.478,1,0.3146,0
8b606f7c,21,38460,461530,self_employed,0,1,715,0.5116,0,0.1169,1
e28d0bb0,35,23613,283367,salaried,1,0,642,0.2883,0,0.0759,0
7fe2aa4e,47,23141,277702,salaried,7,1,792,0.5702,0,0.3329,1
96349a5b,27,52384,628615,self_employed,0,1,628,0.2212,0,0.017,1
a399d265,40,42576,510923,salaried,8,1,594,0.537,0,0.2697,1
c0b7fb52,32,48036,576438,salaried,2,2,771,0.2385,0,0.537,0
d860f942,38,17700,212402,self_employed,7,2,708,0.1304,0,0.4623,0
8b61c2a6,45,44693,536318,salaried,11,1,562,0.5255,0,0.0482,1
fe54ad55,30,21799,261592,business,2,0,731,0.2581,0,0.4665,0
f99c4802,49,18493,221927,salaried,4,0,665,0.1078,0,0.1829,0
b5db07b5,38,34506,414076,self_employed,0,2,637,0.247,0,0.1541,0
