credit_score,monthly_income,employment_type,loan_purpose,approved_amount,interest_rate,tenure_months,emi,income_multiplier
607,83054,business,home,374000,14.79,36,12917.55,5
501,54352,salaried,medical,109000,17.97,48,3191.49,2
676,65032,salaried,vehicle,325000,12.72,48,8678.2,5
863,40451,salaried,medical,324000,9.5,12,28375.24,8
607,54784,business,personal,247000,14.79,24,11928.77,5
724,28493,business,medical,128000,11.28,48,3331.38,5
626,28942,salaried,personal,145000,14.22,12,13008.25,5
731,31619,self_employed,medical,134000,11.07,36,4404.0,5
743,30476,salaried,education,152000,10.71,24,7081.81,5
567,69591,self_employed,home,118000,15.99,36,4158.68,2
610,35966,salaried,home,180000,14.7,36,6207.52,5
698,37317,salaried,business,187000,12.06,12,16583.18,5
701,55270,salaried,vehicle,276000,11.97,48,7273.33,5
682,109534,salaried,medical,548000,12.54,24,25919.1,5
524,36527,business,vehicle,66000,17.28,36,2353.33,2
627,36742,business,medical,165000,14.19,12,14860.36,5
805,32424,salaried,home,259000,9.5,60,5447.87,8
854,25206,self_employed,personal,171000,9.5,48,4306.28,8
620,23101,self_employed,medical,98000,14.4,24,4732.45,5
625,28878,salaried,medical,144000,14.25,12,12981.36,5
713,41563,salaried,home,208000,11.61,36,6863.89,5
730,25268,business,vehicle,114000,11.1,36,3728.07,5
667,49620,salaried,education,248000,12.99,24,11794.07,5
778,23873,business,home,172000,9.66,24,7904.8,8
705,49259,self_employed,home,209000,11.85,60,4641.11,5
726,37188,self_employed,personal,158000,11.22,24,7382.62,5
607,48858,self_employed,education,208000,14.79,36,7176.89,5
579,31125,self_employed,vehicle,53000,15.63,36,1850.62,2
597,31213,self_employed,business,53000,15.09,24,2575.07,2
792,38018,salaried,business,304000,9.5,12,26668.47,8
677,35704,salaried,medical,179000,12.69,60,4033.7,5
530,30397,salaried,personal,61000,17.1,36,2170.51,2
669,24097,salaried,business,120000,12.93,60,2737.19,5
707,22270,self_employed,vehicle,95000,11.79,12,8400.36,5
662,35641,salaried,vehicle,178000,13.14,48,4793.31,5
772,18606,salaried,medical,149000,9.84,36,4791.77,8
472,74703,salaried,medical,149000,18.84,48,4454.68,2
643,37358,salaried,personal,187000,13.71,24,8942.91,5
616,47848,student,business,120000,14.52,36,4118.64,5
603,20221,salaried,home,101000,14.91,48,2809.33,5
614,37539,self_employed,personal,160000,14.58,36,5497.85,5
806,52699,salaried,personal,422000,9.5,60,8854.22,8
693,98447,salaried,personal,492000,12.21,36,16398.82,5
679,22234,salaried,home,111000,12.63,12,9910.24,5
678,46568,business,education,210000,12.66,24,9929.32,5
606,23728,salaried,vehicle,119000,14.82,48,3291.11,5
684,47003,salaried,home,235000,12.48,60,5285.05,5
664,18907,salaried,business,95000,13.08,36,3189.01,5
740,22056,self_employed,personal,94000,10.8,48,2413.72,5
718,71118,self_employed,business,302000,11.46,12,26778.61,5
654,73568,salaried,home,368000,13.38,24,17553.66,5
752,48385,student,medical,194000,10.44,12,17055.14,8
745,50093,salaried,home,250000,10.65,12,22095.76,5
710,49967,salaried,personal,250000,11.7,48,6542.45,5
664,54678,business,personal,246000,13.08,36,8300.05,5
434,38697,salaried,medical,77000,19.98,24,3938.28,2
627,36965,student,home,92000,14.19,48,2534.16,5
642,19269,salaried,medical,96000,13.74,60,2228.82,5
605,55156,self_employed,business,234000,14.85,12,21141.5,5
570,55116,business,medical,99000,15.9,24,4852.91,2
690,31896,self_employed,education,136000,12.3,24,6400.34,5
682,31937,self_employed,education,136000,12.54,24,6423.86,5
605,37287,self_employed,education,158000,14.85,36,5481.88,5
647,35912,self_employed,vehicle,153000,13.59,36,5186.17,5
883,42056,salaried,vehicle,336000,9.5,12,29500.96,8
602,20378,self_employed,business,87000,14.94,12,7814.68,5
736,24273,business,home,109000,10.92,48,2818.86,5
779,77109,salaried,vehicle,617000,9.63,48,15536.18,8
748,37720,self_employed,medical,160000,10.56,60,3450.45,5
717,22849,business,education,103000,11.49,12,9111.2,5
749,37038,business,medical,167000,10.53,48,4269.84,5
668,66607,salaried,home,333000,12.96,36,11214.97,5
757,44088,salaried,education,353000,10.29,24,16323.08,8
673,29080,salaried,business,145000,12.81,60,3294.18,5
814,46625,business,medical,336000,9.5,24,15413.72,8
760,42458,student,vehicle,170000,10.2,48,4323.8,8
576,11362,self_employed,home,19000,15.72,24,943.18,2
576,34889,salaried,business,70000,15.72,36,2443.6,2
675,28299,salaried,personal,141000,12.75,12,12621.61,5
655,37267,self_employed,vehicle,158000,13.35,60,3632.25,5
721,67077,salaried,home,335000,11.37,48,8728.6,5
610,33342,self_employed,personal,142000,14.7,12,12770.18,5
871,65088,student,vehicle,260000,9.5,48,6540.89,8
745,55605,student,education,139000,10.65,12,12263.61,5
664,69643,salaried,business,348000,13.08,60,7937.33,5
752,23722,salaried,business,190000,10.44,48,4853.55,8
791,58245,self_employed,personal,396000,9.5,60,8318.26,8
649,27014,salaried,education,135000,13.53,36,4585.72,5
766,25181,business,vehicle,181000,10.02,60,3854.08,8
707,34308,salaried,medical,172000,11.79,60,3797.73,5
698,34955,business,medical,157000,12.06,24,7409.03,5
781,74400,self_employed,business,506000,9.57,60,10642.71,8
620,27567,salaried,vehicle,138000,14.4,48,3794.28,5
680,66175,student,home,165000,12.6,24,7834.23,5
695,16097,business,business,72000,12.15,48,1912.87,5
652,49867,salaried,personal,249000,13.44,12,22321.43,5
617,34655,self_employed,home,147000,14.49,24,7105.82,5
713,17705,salaried,medical,89000,11.61,12,7849.58,5
511,35434,self_employed,medical,60000,17.67,12,5513.15,2
789,21576,self_employed,medical,147000,9.5,12,12865.12,8
639,38083,business,education,171000,13.83,12,15373.65,5
664,50628,business,business,228000,13.08,60,5193.17,5
801,41281,salaried,business,330000,9.5,24,15163.22,8
727,59912,self_employed,personal,255000,11.19,24,11890.18,5
617,39408,salaried,vehicle,197000,14.49,60,4635.04,5
641,38098,salaried,personal,190000,13.77,24,9125.36,5
592,29140,salaried,education,58000,15.24,12,5266.95,2
553,56555,salaried,business,113000,16.41,12,10284.7,2
783,65651,salaried,home,525000,9.51,48,13197.54,8
718,52485,business,business,236000,11.46,48,6157.17,5
787,31400,salaried,business,251000,9.5,48,6310.97,8
807,40926,salaried,business,327000,9.5,60,6876.22,8
736,32368,self_employed,education,138000,10.92,60,2985.52,5
578,38716,self_employed,home,66000,15.66,48,1853.85,2
535,30320,self_employed,education,52000,16.95,36,1836.41,2
785,31289,business,education,225000,9.5,24,10343.92,8
787,38396,self_employed,medical,261000,9.5,12,22893.57,8
599,24967,salaried,education,50000,15.03,24,2421.88,2
703,23688,self_employed,personal,101000,11.91,24,4734.91,5
718,27628,salaried,personal,138000,11.46,24,6468.04,5
736,25965,salaried,education,130000,10.92,36,4245.55,5
502,47996,salaried,home,96000,17.94,12,8797.94,2
674,32528,self_employed,home,138000,12.78,48,3693.72,5
480,18651,salaried,medical,37000,18.6,48,1107.49,2
650,41201,self_employed,medical,175000,13.5,36,5942.28,5
700,53181,salaried,education,266000,12.0,12,23625.66,5
511,32484,salaried,education,65000,17.67,48,1897.28,2
620,70098,salaried,medical,350000,14.4,24,16894.49,5
624,73428,self_employed,home,312000,14.28,60,7306.74,5
749,23886,salaried,medical,119000,10.53,60,2568.82,5
682,37708,salaried,home,189000,12.54,48,5015.19,5
805,17842,self_employed,home,121000,9.5,36,3886.43,8
748,15998,business,home,72000,10.56,12,6348.31,5
664,44018,self_employed,personal,187000,13.08,48,5026.25,5
629,31583,self_employed,personal,134000,14.13,24,6453.0,5
624,35095,salaried,education,175000,14.28,48,4819.87,5
709,30667,self_employed,education,130000,11.73,24,6119.02,5
766,56889,self_employed,business,387000,10.02,12,34013.99,8
642,36656,salaried,vehicle,183000,13.74,12,16434.09,5
716,30768,student,education,77000,11.52,48,2007.58,5
589,37364,self_employed,vehicle,64000,15.33,60,1522.17,2
483,56621,salaried,vehicle,113000,18.51,48,3356.79,2
741,65457,business,business,295000,10.77,24,13697.37,5
693,15025,salaried,personal,75000,12.21,24,3543.98,5
638,47312,self_employed,business,201000,13.86,60,4664.17,5
695,26369,salaried,vehicle,132000,12.15,24,6215.87,5
698,39088,salaried,medical,195000,12.06,60,4353.49,5
673,14066,self_employed,home,60000,12.81,12,5334.32,5
900,24138,self_employed,education,164000,9.5,48,4123.84,8
794,52878,salaried,personal,423000,9.5,60,8884.34,8
655,30958,self_employed,vehicle,132000,13.35,48,3552.64,5
766,38884,salaried,education,311000,10.02,24,14357.61,8
750,24951,salaried,business,125000,10.5,36,4054.85,5
760,35804,salaried,personal,286000,10.2,60,6114.11,8
636,37376,salaried,vehicle,187000,13.92,60,4340.69,5
719,22542,self_employed,education,96000,11.43,48,2496.15,5
668,24850,salaried,vehicle,124000,12.96,60,2824.62,5
635,32374,business,business,146000,13.95,24,6991.43,5
782,24741,salaried,business,198000,9.54,48,4976.37,8
743,110509,salaried,medical,553000,10.71,48,14203.13,5
608,25952,business,medical,117000,14.76,36,4034.69,5
666,24214,self_employed,vehicle,103000,13.02,36,3468.46,5
674,33115,salaried,vehicle,166000,12.78,48,4423.97,5
657,50823,self_employed,medical,216000,13.29,36,7308.03,5
810,27543,salaried,home,220000,9.5,24,10117.2,8
661,49853,self_employed,home,212000,13.17,60,4839.33,5
843,23641,salaried,business,189000,9.5,24,8684.07,8
800,29327,salaried,vehicle,235000,9.5,60,4927.39,8
523,45452,self_employed,business,77000,17.31,60,1933.24,2
769,27760,salaried,medical,222000,9.93,48,5625.18,8
802,34560,salaried,business,276000,9.5,12,24242.88,8
629,37217,salaried,education,186000,14.13,60,4342.46,5
460,24509,salaried,vehicle,49000,19.2,48,1470.84,2
812,47040,student,business,188000,9.5,36,6027.41,8
855,100584,self_employed,personal,684000,9.5,12,59973.11,8
567,38052,self_employed,business,65000,15.99,12,5869.04,2
688,77851,salaried,business,389000,12.36,36,12996.01,5
633,21928,salaried,vehicle,110000,14.01,60,2551.79,5
532,37046,student,personal,37000,17.04,24,1832.38,2
639,34307,self_employed,home,146000,13.83,48,3971.97,5
599,39461,salaried,medical,79000,15.03,36,2737.05,2
615,41656,salaried,home,208000,14.55,60,4905.91,5
671,33311,salaried,education,167000,12.87,48,4457.56,5
622,30252,salaried,education,151000,14.34,36,5194.88,5
566,64881,self_employed,medical,110000,16.02,24,5401.6,2
594,59370,salaried,medical,119000,15.18,36,4126.64,2
557,28393,salaried,education,57000,16.29,12,5160.07,2
585,18121,salaried,education,36000,15.45,24,1765.09,2
607,22630,self_employed,vehicle,96000,14.79,60,2277.54,5
774,26742,self_employed,education,182000,9.78,24,8373.06,8
678,17519,business,education,79000,12.66,60,1780.07,5
759,18497,salaried,personal,148000,10.23,48,3769.57,8
701,27957,business,business,126000,11.97,12,11176.01,5
684,26750,salaried,medical,134000,12.48,36,4473.29,5
722,39212,student,medical,98000,11.34,48,2549.92,5
691,77648,salaried,vehicle,388000,12.27,60,8689.29,5
539,29409,salaried,personal,59000,16.83,12,5359.87,2
721,31228,salaried,medical,156000,11.37,60,3423.8,5
646,24926,salaried,home,125000,13.62,60,2875.47,5
472,52427,salaried,vehicle,105000,18.84,12,9655.01,2
596,57143,salaried,medical,114000,15.12,12,10321.81,2
751,43568,self_employed,education,296000,10.47,24,13735.65,8
712,39028,salaried,education,195000,11.64,60,4305.44,5
540,35976,salaried,personal,72000,16.8,36,2558.19,2
771,35970,business,education,259000,9.87,60,5486.2,8
590,14235,salaried,education,28000,15.3,36,991.15,2
606,32713,self_employed,home,139000,14.82,60,3294.47,5
688,33589,salaried,medical,168000,12.36,36,5607.13,5
741,55724,salaried,home,279000,10.77,12,24595.05,5
841,55968,salaried,business,448000,9.5,24,20558.19,8
670,35182,self_employed,home,150000,12.9,36,5030.96,5
799,39473,salaried,home,316000,9.5,24,14499.39,8
769,37067,self_employed,business,252000,9.93,12,22151.56,8
804,42142,salaried,education,337000,9.5,48,8470.09,8
694,55952,business,vehicle,252000,12.18,48,6652.74,5
543,41250,student,business,41000,16.71,48,1184.09,2
770,43367,business,business,312000,9.9,36,10060.56,8
788,25793,salaried,education,206000,9.5,24,9474.51,8
630,68693,salaried,home,343000,14.1,24,16507.2,5
673,23958,salaried,personal,120000,12.81,24,5684.41,5
656,61909,business,medical,279000,13.32,48,7518.26,5
773,52163,self_employed,personal,355000,9.81,36,11414.03,8
673,92573,business,education,417000,12.81,12,37170.64,5
491,58739,self_employed,business,100000,18.27,60,2550.39,2
700,33264,salaried,home,166000,12.0,12,14777.66,5
710,91519,salaried,personal,458000,11.7,24,21476.73,5
679,41178,salaried,vehicle,206000,12.63,48,5485.78,5
704,37425,salaried,vehicle,187000,11.88,60,4151.2,5
681,48323,salaried,home,242000,12.57,24,11438.29,5
742,37589,self_employed,personal,160000,10.74,12,14100.08,5
662,49106,salaried,education,246000,13.14,36,8289.53,5
612,40124,self_employed,vehicle,171000,14.64,36,5881.39,5
678,57571,self_employed,personal,245000,12.66,48,6522.93,5
656,28470,salaried,home,142000,13.32,24,6789.03,5
599,47893,salaried,personal,96000,15.03,36,3321.88,2
510,26747,business,personal,48000,17.7,36,1733.32,2
740,32894,self_employed,personal,140000,10.8,36,4563.63,5
510,30011,salaried,business,60000,17.7,36,2160.94,2
661,35201,salaried,home,176000,13.17,60,4020.0,5
623,20149,salaried,education,101000,14.31,60,2360.42,5
710,13380,salaried,business,67000,11.7,48,1751.93,5
851,34785,salaried,personal,278000,9.5,36,8914.14,8
636,23342,self_employed,medical,99000,13.92,36,3386.79,5
694,18670,self_employed,home,79000,12.18,24,3742.03,5
632,15919,salaried,business,80000,14.04,12,7148.32,5
757,52855,salaried,personal,423000,10.29,36,13701.57,8
519,21994,salaried,business,44000,17.43,12,4020.99,2
878,30820,salaried,personal,247000,9.5,60,5178.23,8
728,20696,self_employed,personal,88000,11.16,48,2280.21,5
712,27160,salaried,vehicle,136000,11.64,60,2996.18,5
588,49261,salaried,home,99000,15.36,36,3432.72,2
679,49933,self_employed,education,212000,12.63,60,4788.53,5
656,57924,business,vehicle,261000,13.32,48,7034.39,5
692,24273,student,vehicle,61000,12.24,24,2863.39,5
770,30581,salaried,home,245000,9.9,12,21497.76,8
700,53073,self_employed,medical,226000,12.0,12,20040.88,5
674,52739,salaried,medical,264000,12.78,36,8857.16,5
697,30769,salaried,education,154000,12.09,12,13675.58,5
629,16780,self_employed,home,71000,14.13,60,1664.27,5
560,36222,business,business,65000,16.2,36,2298.71,2
731,22974,salaried,vehicle,115000,11.07,12,10156.25,5
640,35075,salaried,personal,175000,13.8,48,4774.91,5
780,89384,salaried,medical,715000,9.6,24,32865.31,8
583,55219,salaried,personal,110000,15.51,12,9994.59,2
717,40637,self_employed,education,173000,11.49,48,4505.03,5
745,20742,salaried,home,104000,10.65,24,4816.98,5
688,25585,salaried,education,128000,12.36,12,11387.98,5
690,51082,student,business,128000,12.3,48,3381.83,5
744,24475,business,education,110000,10.68,60,2377.17,5
709,33863,salaried,medical,169000,11.73,36,5601.96,5
583,21988,self_employed,personal,37000,15.51,60,899.34,2
656,42060,business,medical,189000,13.32,36,6406.47,5
651,63025,student,medical,158000,13.47,12,14107.83,5
601,29650,salaried,business,148000,14.97,36,5137.02,5
744,27584,student,medical,69000,10.68,12,6084.72,5
740,19664,salaried,vehicle,98000,10.8,48,2531.61,5
726,68229,salaried,medical,341000,11.22,36,11204.31,5
689,16941,salaried,vehicle,85000,12.33,60,1898.41,5
627,38586,business,home,174000,14.19,48,4761.54,5
784,40280,salaried,home,322000,9.5,48,8095.73,8
587,23750,student,business,24000,15.39,24,1156.0,2
595,66210,business,vehicle,119000,15.15,48,3325.93,2
732,41159,salaried,vehicle,206000,11.04,48,5322.89,5
583,44889,salaried,business,90000,15.51,36,3134.71,2
686,57211,self_employed,home,243000,12.42,12,21651.12,5
663,83584,salaried,medical,418000,13.11,36,14103.53,5
690,44388,salaried,medical,222000,12.3,24,10478.61,5
606,35320,salaried,business,177000,14.82,12,15925.04,5
757,24734,salaried,business,198000,10.29,60,4232.58,8
702,50999,salaried,medical,255000,11.94,12,22648.89,5
612,36628,student,home,92000,14.64,48,2531.8,5
741,33247,salaried,medical,166000,10.77,60,3595.4,5
633,24327,salaried,education,122000,14.01,12,10921.95,5
665,31240,salaried,home,156000,13.05,12,13955.17,5
554,19552,business,vehicle,35000,16.38,24,1729.6,2
763,45336,self_employed,home,308000,10.11,60,6566.94,8
682,32314,business,business,145000,12.54,60,3274.46,5
773,39821,salaried,vehicle,319000,9.81,12,27979.67,8
823,16234,self_employed,vehicle,110000,9.5,48,2773.54,8
664,26659,salaried,education,133000,13.08,48,3581.28,5
655,25775,business,personal,116000,13.35,24,5533.42,5
555,24488,salaried,personal,49000,16.35,60,1200.16,2
699,60078,self_employed,vehicle,255000,12.03,36,8484.45,5
688,27120,self_employed,education,115000,12.36,36,3848.18,5
752,68655,business,business,494000,10.44,24,22910.89,8
774,31872,salaried,vehicle,255000,9.78,24,11740.34,8
636,30060,business,education,135000,13.92,48,3691.11,5
569,27107,salaried,vehicle,54000,15.93,48,1534.53,2
713,17572,salaried,vehicle,88000,11.61,48,2297.03,5
561,10038,salaried,vehicle,20000,16.17,24,984.65,2
545,59878,self_employed,business,102000,16.65,48,2918.87,2
635,36628,salaried,education,183000,13.95,24,8788.86,5
502,33447,salaried,vehicle,67000,17.94,36,2416.37,2
687,40017,business,home,180000,12.39,60,4041.29,5
704,37412,salaried,business,187000,11.88,12,16609.64,5
534,23037,salaried,vehicle,46000,16.98,12,4201.85,2
587,48619,salaried,home,97000,15.39,60,2333.29,2
648,35616,salaried,personal,178000,13.56,48,4827.13,5
759,67611,salaried,education,541000,10.23,48,13778.17,8
674,35804,salaried,education,179000,12.78,48,4783.23,5
717,24604,self_employed,business,105000,11.49,24,4897.61,5
499,71059,business,home,128000,18.03,60,3250.07,2
615,45597,salaried,education,228000,14.55,48,6293.15,5
785,27517,salaried,personal,220000,9.5,24,10107.73,8
543,83627,business,personal,151000,16.71,36,5345.11,2
775,41918,salaried,vehicle,335000,9.75,24,15435.81,8
762,55244,salaried,home,442000,10.14,60,9420.76,8
473,44909,salaried,vehicle,90000,18.81,60,2320.59,2
704,50949,self_employed,education,217000,11.88,24,10180.91,5
805,32381,self_employed,business,220000,9.5,48,5531.95,8
730,37342,self_employed,business,159000,11.1,60,3458.59,5
600,19465,salaried,vehicle,39000,15.0,48,1083.5,2
599,60213,salaried,personal,120000,15.03,24,5840.82,2
657,18573,student,medical,46000,13.29,36,1571.07,5
644,20733,salaried,medical,104000,13.68,24,4961.66,5
762,82249,self_employed,vehicle,559000,10.14,60,11921.97,8
736,19065,business,vehicle,86000,10.92,36,2805.5,5
624,32237,salaried,business,161000,14.28,60,3774.02,5
742,48999,self_employed,medical,208000,10.74,36,6792.22,5
675,20484,salaried,medical,102000,12.75,12,9136.2,5
883,44289,salaried,personal,354000,9.5,36,11349.7,8
591,91002,self_employed,education,155000,15.27,12,13983.08,2
518,36437,salaried,personal,73000,17.46,60,1829.23,2
505,66928,self_employed,personal,114000,17.85,60,2879.94,2
636,57432,business,personal,258000,13.92,24,12399.0,5
635,30482,business,home,137000,13.95,60,3188.22,5
664,29522,salaried,education,148000,13.08,60,3364.74,5
672,49110,salaried,personal,246000,12.84,24,11655.66,5
745,37224,self_employed,education,158000,10.65,12,13956.61,5
778,19916,salaried,home,159000,9.66,60,3358.67,8
812,47726,salaried,business,382000,9.5,12,33478.49,8
804,16336,salaried,medical,131000,9.5,48,3283.4,8
671,40014,salaried,vehicle,200000,12.87,24,9499.64,5
624,33378,business,home,150000,14.28,60,3516.77,5
727,23391,business,personal,105000,11.19,12,9312.49,5
603,54979,salaried,home,275000,14.91,12,24800.16,5
821,46516,self_employed,personal,316000,9.5,48,7946.7,8
763,46120,salaried,medical,369000,10.11,12,32456.44,8
641,23229,salaried,vehicle,116000,13.77,48,3160.48,5
849,43805,self_employed,home,298000,9.5,12,26119.04,8
655,19574,salaried,business,98000,13.35,36,3314.22,5
748,18492,salaried,education,92000,10.56,12,8152.84,5
756,29001,salaried,home,232000,10.32,60,4966.12,8
747,47430,self_employed,personal,202000,10.59,24,9356.81,5
710,24132,self_employed,medical,103000,11.7,60,2265.95,5
588,53123,salaried,home,106000,15.36,60,2547.74,2
684,43596,business,education,196000,12.48,60,4411.75,5
654,78224,salaried,vehicle,391000,13.38,12,35003.74,5
635,36997,salaried,personal,185000,13.95,36,6317.95,5
676,62373,salaried,education,312000,12.72,12,27814.18,5
548,27887,self_employed,education,47000,16.56,48,1357.22,2
658,19726,salaried,vehicle,99000,13.26,12,8821.64,5
652,60033,self_employed,education,255000,13.44,48,6900.67,5
755,36503,salaried,education,292000,10.35,36,9470.97,8
745,61429,salaried,vehicle,307000,10.65,24,14265.7,5
644,25206,salaried,business,126000,13.68,12,11297.22,5
492,63295,salaried,personal,127000,18.24,36,4591.85,2
749,60339,business,vehicle,272000,10.53,12,23938.57,5
625,25281,self_employed,vehicle,107000,14.25,36,3685.37,5
625,22003,salaried,personal,110000,14.25,24,5295.28,5
562,54088,salaried,business,108000,16.14,36,3810.64,2
703,36807,self_employed,medical,156000,11.91,48,4112.59,5
680,60722,salaried,personal,304000,12.6,48,8085.01,5
714,18260,salaried,education,91000,11.58,24,4280.12,5
648,19423,student,education,49000,13.56,36,1649.31,5
704,55947,salaried,medical,280000,11.88,36,9275.3,5
677,35437,salaried,business,177000,12.69,12,15800.1,5
635,36815,business,education,166000,13.95,36,5658.2,5
589,35545,self_employed,home,60000,15.33,12,5463.48,2
534,24322,student,home,24000,16.98,24,1202.34,2
692,26344,salaried,business,132000,12.24,48,3484.36,5
780,27007,salaried,home,216000,9.6,24,9930.39,8
604,32454,salaried,vehicle,162000,14.88,48,4506.36,5
602,39209,business,education,176000,14.94,60,4191.95,5
762,26918,salaried,medical,215000,10.14,24,9951.09,8
691,50381,salaried,business,252000,12.27,48,6667.19,5
597,29325,salaried,education,59000,15.09,60,1398.1,2
595,18793,salaried,business,38000,15.15,24,1825.12,2
712,25080,salaried,personal,125000,11.64,60,2766.73,5
661,48027,self_employed,home,204000,13.17,60,4662.09,5
765,23026,salaried,vehicle,184000,10.05,36,5948.32,8
718,21443,salaried,business,107000,11.46,48,2795.13,5
686,49334,self_employed,vehicle,210000,12.42,12,18670.32,5
625,18876,salaried,vehicle,94000,14.25,60,2208.31,5
764,35193,self_employed,vehicle,239000,10.08,48,6078.93,8
655,45808,salaried,personal,229000,13.35,60,5252.52,5
630,13500,business,business,61000,14.1,12,5457.7,5
741,18777,self_employed,home,80000,10.77,12,7044.64,5
666,49929,self_employed,education,212000,13.02,24,10090.4,5
549,37325,salaried,personal,75000,16.53,48,2135.94,2
610,32395,salaried,education,162000,14.7,48,4483.37,5
764,21818,student,vehicle,87000,10.08,12,7675.95,8
838,25648,salaried,business,205000,9.5,12,17991.51,8
474,46493,salaried,home,93000,18.78,12,8559.65,2
591,58884,salaried,personal,118000,15.27,60,2818.45,2
774,50672,salaried,education,405000,9.78,24,18665.05,8
631,19048,salaried,home,95000,14.07,24,4575.97,5
783,22481,salaried,medical,180000,9.51,48,4519.37,8
633,76149,self_employed,vehicle,324000,14.01,24,15540.24,5
555,56343,salaried,vehicle,113000,16.35,48,3213.8,2
631,23722,salaried,home,119000,14.07,60,2764.25,5
793,29338,salaried,personal,235000,9.5,12,20580.11,8
643,37809,business,business,170000,13.71,36,5791.21,5
675,30415,business,personal,137000,12.75,60,3096.76,5
767,42083,salaried,medical,337000,9.99,24,15534.13,8
716,30807,self_employed,education,131000,11.52,12,11603.84,5
699,32986,business,business,148000,12.03,36,4932.47,5
710,61490,business,education,277000,11.7,24,12986.81,5
603,32522,salaried,home,163000,14.91,60,3860.88,5
768,30743,salaried,personal,246000,9.96,60,5220.78,8
655,89147,business,vehicle,401000,13.35,48,10832.1,5
648,38598,salaried,home,193000,13.56,12,17288.4,5
715,23434,salaried,vehicle,117000,11.55,12,10385.83,5
767,34477,self_employed,vehicle,234000,9.99,48,5945.04,8
702,27556,salaried,education,138000,11.94,36,4572.35,5
673,33787,salaried,business,169000,12.81,12,15073.81,5
762,41313,salaried,business,331000,10.14,12,29078.38,8
585,64135,self_employed,vehicle,109000,15.45,12,9864.02,2
849,29728,salaried,vehicle,238000,9.5,24,10919.73,8
547,24416,salaried,business,49000,16.59,12,4444.39,2
669,25805,salaried,medical,129000,12.93,36,4343.14,5
608,15983,salaried,vehicle,80000,14.76,12,7204.32,5
777,14715,salaried,home,118000,9.69,48,2968.23,8
647,38956,salaried,vehicle,195000,13.59,36,6618.42,5
644,28356,self_employed,business,121000,13.68,12,10802.51,5
689,57312,salaried,medical,287000,12.33,36,9563.19,5
625,25059,business,personal,113000,14.25,12,10138.17,5
753,35591,salaried,business,285000,10.41,24,13192.75,8
711,74620,salaried,personal,373000,11.67,48,9764.83,5
732,40602,salaried,medical,203000,11.04,24,9465.82,5
705,24330,self_employed,vehicle,103000,11.85,60,2292.36,5
570,22100,salaried,home,44000,15.9,60,1072.52,2
682,24382,business,business,110000,12.54,36,3672.66,5
747,18971,self_employed,home,81000,10.59,60,1736.66,5
652,42614,salaried,home,213000,13.44,48,5762.9,5
659,43633,salaried,home,218000,13.23,48,5877.84,5
590,45844,salaried,vehicle,92000,15.3,48,2565.73,2
736,36686,salaried,home,183000,10.92,48,4733.82,5
621,29829,self_employed,medical,127000,14.37,24,6109.0,5
878,48213,salaried,medical,386000,9.5,48,9690.19,8
712,28120,business,medical,127000,11.64,48,3310.06,5
556,33042,student,education,33000,16.32,48,941.86,2
689,21709,salaried,education,109000,12.33,24,5126.49,5
726,41836,salaried,medical,209000,11.22,36,6870.18,5
631,57642,self_employed,medical,245000,14.07,12,22004.27,5
678,59201,salaried,business,296000,12.66,48,7891.27,5
605,61184,business,personal,275000,14.85,36,9524.14,5
612,115858,salaried,education,579000,14.64,12,52187.49,5
684,27842,salaried,medical,139000,12.48,60,3130.59,5
498,33892,salaried,business,68000,18.06,36,2452.66,2
655,83845,business,personal,377000,13.35,36,12776.62,5
535,32925,salaried,medical,66000,16.95,12,6004.29,2
785,20722,salaried,education,166000,9.5,24,7611.76,8
418,47455,self_employed,business,81000,20.46,36,3017.1,2
900,50607,salaried,personal,405000,9.5,24,18588.97,8
721,24256,self_employed,medical,103000,11.37,48,2682.95,5
713,27557,salaried,home,138000,11.61,36,4550.82,5
527,29114,salaried,education,58000,17.19,60,1453.08,2
587,72378,self_employed,medical,123000,15.39,12,11128.31,2
554,20051,salaried,education,40000,16.38,24,1970.88,2
787,77054,salaried,medical,616000,9.5,60,12946.31,8
831,34417,salaried,home,275000,9.5,48,6917.42,8
794,37998,self_employed,business,258000,9.5,60,5426.67,8
671,46891,self_employed,vehicle,199000,12.87,24,9462.47,5
772,64929,salaried,personal,519000,9.84,60,10995.56,8
771,49789,business,medical,358000,9.87,60,7593.85,8
775,30763,salaried,home,246000,9.75,24,11328.37,8
707,24673,salaried,education,123000,11.79,48,3236.04,5
730,18768,salaried,education,94000,11.1,24,4378.08,5
721,48838,salaried,medical,244000,11.37,12,21624.51,5
707,65207,business,medical,293000,11.79,60,6496.18,5
636,25040,self_employed,education,106000,13.92,24,5105.55,5
668,54592,business,medical,246000,12.96,36,8272.73,5
585,26000,salaried,medical,52000,15.45,36,1814.09,2
568,30786,salaried,business,62000,15.96,24,3013.67,2
727,24143,business,personal,109000,11.19,36,3566.65,5
703,42469,self_employed,home,180000,11.91,36,5987.28,5
761,40642,salaried,personal,325000,10.17,12,28610.92,8
504,46310,salaried,vehicle,93000,17.88,36,3342.88,2
820,88859,salaried,vehicle,711000,9.5,12,62331.84,8
691,28269,self_employed,medical,120000,12.27,24,5670.83,5
706,33149,self_employed,business,141000,11.82,48,3697.65,5
752,64035,student,education,256000,10.44,24,11871.72,8
