session_id,declared_age,video_estimated_age,age_discrepancy,location_mismatch_km,face_liveness_score,speech_consistency_score,device_fingerprint_seen_before,application_speed_seconds,fraud_label
9b801553-c39,64,70,6,4.8,0.8339,0.7724,0,87.4,0
e3563961-ea1,43,43,0,14.8,0.7901,0.7714,1,61.4,0
884a4581-81e,24,21,3,1.3,0.5267,0.7027,1,134.9,0
513ccb34-11c,21,26,5,2.1,0.9622,0.7239,1,67.3,0
7215f520-127,46,53,7,27.4,0.9702,0.9556,0,139.6,0
fcafdce2-fe9,46,35,11,6.7,0.8101,0.7803,0,95.9,0
471e3c70-670,50,39,11,2.3,0.5439,0.9213,1,153.0,0
b72d06c6-653,30,26,4,3.3,0.6927,0.9305,1,81.3,0
b39a4540-18e,43,31,12,6.2,0.7582,0.4882,1,143.0,0
666be725-607,35,28,7,12.3,0.8086,0.6493,1,96.8,0
097eedc6-a95,49,61,12,13.0,0.8001,0.5575,1,63.7,0
f2d3a18e-9ff,63,71,8,8.3,0.931,0.7832,1,110.0,0
34dd08fc-975,59,57,2,25.0,0.9103,0.5363,1,174.7,0
f261681f-c2d,53,53,0,23.9,0.8623,0.6598,0,109.4,0
7a2b84c8-bbb,42,42,0,3.1,0.552,0.6092,0,119.4,0
05d6d895-2d5,44,37,7,37.4,0.7595,0.5763,0,55.2,0
dece87b1-a03,22,31,9,7.8,0.7554,0.7476,1,194.8,0
829ae34c-808,31,19,12,50.9,0.8462,0.5561,1,136.1,0
315747b6-0cf,24,24,0,6.0,0.5779,0.3954,1,122.1,1
11fcbeec-933,35,31,4,23.2,0.4955,0.2889,1,87.3,0
c595efc3-61f,62,54,8,12.9,0.5798,0.6707,1,41.8,0
09dc2473-cf2,45,42,3,24.4,0.9753,0.6565,1,46.5,0
333f4dff-7b5,55,60,5,20.0,0.5592,0.8804,1,107.5,0
9bf1e7df-0f2,22,31,9,18.8,0.7702,0.8066,1,86.9,0
7dc37e80-7af,39,45,6,2.4,0.4485,0.8605,1,115.8,0
68d2a085-0d5,43,45,2,34.6,0.8872,0.9307,1,67.9,0
e08ea7b9-08c,53,56,3,10.7,0.7596,0.4648,1,92.0,0
e687e356-62c,37,36,1,18.7,0.8148,0.2521,1,76.6,0
e1d64fff-231,61,61,0,0.3,0.9032,0.8425,1,96.2,0
3b09b3db-645,38,50,12,1.3,0.8295,0.7711,1,48.5,0
4aea6a98-d28,59,69,10,21.5,0.8242,0.8222,1,129.3,0
1c08ca20-693,21,18,3,39.3,0.5197,0.6643,0,158.9,0
ce147f17-8aa,50,47,3,23.1,0.8677,0.6254,1,88.1,0
28a362da-8c6,51,55,4,1.3,0.8413,0.9303,1,86.0,0
a4626161-d0a,29,30,1,33.1,0.912,0.8232,1,178.5,0
ae0f68b7-39e,30,23,7,39.7,0.3334,0.9239,1,98.3,0
5b4edb34-d93,64,63,1,2.3,0.9504,0.3428,1,152.4,0
6d605ca9-fbd,24,26,2,32.3,0.4321,0.6844,0,44.7,0
f17b9223-5e6,35,46,11,16.7,0.9065,0.5255,1,63.1,0
841fc6a4-a21,36,45,9,10.7,0.9317,0.9624,0,184.3,0
0215bcc7-971,21,32,11,18.8,0.9802,0.7866,1,125.6,0
5d5bd503-14d,37,45,8,54.0,0.7465,0.7961,1,131.8,0
98999e0a-23d,56,66,10,3.0,0.7961,0.8021,1,34.7,0
80b6fc6e-b8f,35,26,9,8.6,0.8449,0.6901,0,145.8,0
174b0e53-d20,29,38,9,36.3,0.8061,0.9713,1,107.8,0
92ba69dc-464,25,22,3,2.1,0.8827,0.8743,0,76.1,0
35558a50-718,30,42,12,15.2,0.8339,0.9085,1,44.0,0
e804bac5-242,37,49,12,53.0,0.5598,0.7783,0,110.5,0
49619540-c7f,59,70,11,4.1,0.9408,0.6493,1,154.6,0
a6878665-d3c,47,37,10,2.6,0.9158,0.7626,1,125.5,0
8600a4e1-020,38,27,11,13.3,0.6117,0.8516,1,140.7,0
85eaefe9-c06,27,34,7,5.9,0.5209,0.9368,1,89.8,0
d44b14ea-858,31,36,5,32.8,0.8963,0.9033,1,126.1,0
a35723de-364,21,26,5,2.3,0.8539,0.7182,1,166.6,0
93de67f5-8fe,55,59,4,18.2,0.986,0.7815,1,153.7,0
5ec4c61e-8b6,36,27,9,2.7,0.443,0.5515,1,201.6,1
df3afa17-bae,52,63,11,42.2,0.8654,0.8783,1,116.5,0
6753ee1e-d7a,46,39,7,9.1,0.8147,0.9718,0,111.4,0
5f51f400-e79,44,50,6,10.3,0.8213,0.6587,0,97.5,0
fe36ebeb-7ff,33,39,6,53.0,0.8707,0.8766,0,153.2,0
9be6c17b-066,46,48,2,2.4,0.7644,0.6271,1,226.0,0
e5b8cb64-ef0,30,39,9,6.2,0.5249,0.722,0,119.2,0
a509a8dc-434,37,39,2,41.6,0.8445,0.7591,0,136.9,0
45cebd6d-097,57,52,5,20.1,0.6475,0.8381,1,198.8,0
0716c2e4-d6c,61,55,6,1.6,0.871,0.7336,1,62.3,0
f79e0c9c-fc1,57,55,2,1.3,0.8903,0.8797,1,117.5,0
63cc4e7d-df2,25,18,7,6.3,0.887,0.9232,1,154.7,0
3d3a03c3-b3b,35,46,11,8.6,0.9022,0.9683,1,108.6,0
2832c111-e72,25,36,11,12.9,0.647,0.4064,0,53.7,0
2d2c6551-2e8,60,53,7,1.2,0.8973,0.7599,0,102.4,0
973c2221-74d,59,64,5,3.0,0.8891,0.7306,1,149.8,0
3fb3230a-216,43,42,1,33.5,0.9222,0.6316,1,150.1,0
bd490870-5ea,56,59,3,13.2,0.5934,0.8354,1,147.4,0
762dd02b-29e,43,42,1,2.6,0.8758,0.9367,1,116.0,0
3ffba922-66c,38,39,1,10.3,0.9126,0.7641,1,110.0,0
f793fba8-cd3,28,27,1,4.3,0.8266,0.779,1,121.7,0
e8ae3e29-663,34,43,9,2.9,0.8266,0.6894,1,79.8,0
14fea313-12f,37,41,4,8.6,0.73,0.7799,1,187.3,0
51c954f8-b0d,32,20,12,1.4,0.9572,0.2223,1,127.1,0
f095ab22-a58,35,34,1,6.9,0.9163,0.6017,1,137.6,0
5d8435bc-b30,52,61,9,8.5,0.6655,0.9454,1,127.5,0
525a57f0-fbe,31,41,10,9.7,0.7253,0.4489,1,112.3,1
b7970e38-a1b,53,59,6,12.9,0.7999,0.8017,1,90.8,0
3ec3b368-1ec,58,66,8,3.7,0.7268,0.7012,1,147.0,0
8e8db095-f50,23,18,5,0.1,0.5981,0.7671,1,59.0,0
05323ec4-2cd,51,47,4,59.3,0.946,0.8425,1,73.2,0
35bbfb33-ed7,31,38,7,35.0,0.7882,0.7151,0,103.7,0
f399e38a-920,30,21,9,4.9,0.4813,0.7576,0,207.9,1
24ce7483-1d8,21,23,2,6.3,0.6736,0.3166,0,148.5,0
5de0c109-1d2,54,50,4,17.3,0.6628,0.5459,1,114.7,0
bc9f6658-586,27,22,5,20.9,0.7859,0.7049,0,130.1,0
789373fb-53d,61,52,9,13.9,0.5792,0.5745,1,143.4,0
5ab46dd3-e71,52,52,0,8.0,0.7934,0.8821,1,33.4,0
64512c5b-975,62,62,0,40.0,0.8719,0.948,0,124.1,0
79c07e62-256,37,44,7,0.9,0.7084,0.9422,1,143.0,0
74fdcb30-368,21,28,7,23.6,0.8511,0.5467,0,187.2,0
d864d6dc-005,38,34,4,13.4,0.8753,0.7199,1,146.6,0
3b48af54-bed,60,50,10,2.8,0.9147,0.7253,1,104.1,0
afaea745-ea0,21,18,3,12.3,0.7189,0.7885,1,127.7,0
c0081234-627,58,69,11,30.4,0.7777,0.9408,1,150.5,0
3bb3d235-33f,25,21,4,26.7,0.5664,0.1521,1,115.8,0
2e809f5a-a44,42,50,8,40.7,0.7792,0.8292,1,139.2,0
1c3db400-a60,44,54,10,5.7,0.9665,0.6727,1,115.2,0
5fbcc8ff-ad0,47,39,8,5.0,0.64,0.6019,1,161.4,0
383b2043-2ad,31,25,6,87.5,0.8237,0.7097,1,129.0,0
243810d3-92b,43,53,10,3.9,0.8838,0.7928,1,143.6,0
6ecff1d3-9b9,21,20,1,2.4,0.3987,0.6463,1,119.7,0
9deecbe9-f64,36,27,9,37.8,0.4489,0.9774,0,88.5,1
a2070b06-a3b,40,45,5,21.5,0.7609,0.725,1,124.2,0
770647e8-61e,55,53,2,16.3,0.6777,0.5548,0,68.6,0
c90d7072-a35,26,18,8,4.1,0.93,0.7728,1,121.4,0
baac7451-41a,54,57,3,11.9,0.479,0.8982,1,111.0,0
d89a7914-f2b,39,40,1,53.8,0.8931,0.7751,0,63.9,0
4ad47add-672,22,32,10,25.0,0.8936,0.9655,1,95.7,0
83d68c3d-8ac,31,40,9,5.1,0.4108,0.9178,1,106.4,0
8152c423-5ba,40,48,8,2.4,0.7618,0.5271,1,107.7,0
334d2cfe-49e,41,49,8,9.7,0.9111,0.9421,0,89.8,0
da0aca2a-072,47,49,2,2.8,0.7249,0.8525,1,110.1,0
4ac38cb9-c09,32,20,12,3.5,0.8216,0.3752,1,120.1,1
dbbed74f-c6b,60,51,9,6.0,0.812,0.865,0,112.0,0
43e41df8-29f,28,38,10,4.3,0.9226,0.4625,1,89.6,0
4067a936-e1c,27,18,9,2.2,0.8214,0.8877,0,104.2,0
31ae86b8-5a3,37,41,4,6.5,0.8053,0.832,1,150.7,0
6c978a0e-120,64,76,12,1.4,0.7702,0.711,1,99.2,0
f9e33f5b-ce6,28,31,3,12.4,0.8092,0.9203,1,99.0,0
e07d6059-e71,31,26,5,3.8,0.8185,0.6598,1,118.0,0
9f242bb3-741,26,21,5,12.2,0.7319,0.7897,1,113.1,0
381945ea-416,27,31,4,11.6,0.6318,0.8911,1,113.1,0
3718691b-a09,35,46,11,2.4,0.8777,0.7707,0,150.8,0
f9f1bd9e-ea8,60,48,12,17.3,0.8045,0.8914,1,60.8,0
bff43b84-268,37,43,6,13.5,0.8971,0.9669,1,162.3,0
1e8fb57d-49d,49,45,4,19.7,0.9464,0.538,0,180.6,0
cd732661-b68,49,44,5,13.8,0.7398,0.6669,1,140.2,0
9f418301-268,55,52,3,5.7,0.9001,0.9888,1,76.7,0
71a9648a-822,59,71,12,4.8,0.3367,0.6457,1,102.0,0
243b60f7-7f8,45,33,12,1.8,0.1375,0.9985,0,144.1,0
3de30451-38c,53,49,4,9.2,0.6107,0.9645,0,82.3,0
d500dced-289,64,59,5,12.6,0.4789,0.6514,0,140.2,0
87c55131-a62,52,57,5,3.1,0.7913,0.8854,1,156.7,0
2e2a9fe4-59f,43,55,12,3.4,0.7088,0.8642,1,100.5,0
f8fb5190-d87,36,48,12,8.7,0.8255,0.9474,1,121.6,0
6a781abe-a8c,33,36,3,3.1,0.9843,0.2528,1,120.3,0
b43b000e-dfd,24,21,3,10.7,0.8219,0.3868,1,138.8,0
032e7135-8c4,23,24,1,2.0,0.6367,0.9366,1,114.4,0
b3acf154-d6d,25,27,2,24.1,0.5683,0.8358,1,91.4,0
8ce9c640-e35,22,23,1,11.3,0.9388,0.9338,0,67.5,0
c3bcd09e-177,59,61,2,17.3,0.7087,0.2899,1,111.2,0
91cb66ff-f42,50,55,5,1.5,0.8562,0.9718,0,139.1,0
c9034623-fb1,42,32,10,6.0,0.9354,0.767,0,85.9,0
91eb2244-b16,21,18,3,10.9,0.987,0.7456,1,75.4,0
b95f6a76-7f4,29,23,6,9.1,0.6375,0.6942,1,94.9,0
c3f5a38d-524,60,68,8,42.3,0.7634,0.7593,1,56.4,0
cee91301-55d,26,20,6,48.9,0.6541,0.942,1,71.8,0
8083a825-359,64,57,7,32.6,0.7984,0.8957,0,166.0,0
e6c6e0a1-2a7,30,32,2,42.4,0.8811,0.8689,1,121.3,0
a646e862-4e7,22,18,4,15.0,0.8184,0.625,1,171.1,0
b013ba14-a7a,30,19,11,4.0,0.8721,0.7888,1,117.4,0
f0d8cd40-573,22,18,4,10.7,0.8915,0.9414,1,57.2,0
7bc08e16-dff,54,65,11,2.0,0.852,0.8867,0,70.8,0
3423ac20-6a6,62,63,1,2.1,0.7939,0.6486,1,229.3,0
8052b06a-369,24,18,6,18.7,0.455,0.7506,1,160.5,0
41ccd70b-de6,52,41,11,8.0,0.6634,0.4579,1,169.2,0
d472afcf-3c8,60,71,11,7.8,0.5977,0.4251,0,176.9,1
0806b792-a43,39,36,3,29.6,0.7772,0.7578,1,69.6,0
ed128fb6-6d5,32,26,6,18.8,0.6461,0.6855,1,149.8,0
d622da9a-63f,62,54,8,0.5,0.7492,0.6942,1,97.0,0
7501f573-656,45,35,10,2.0,0.7098,0.662,1,40.8,1
26f42070-acb,26,27,1,1.5,0.4285,0.7314,1,119.3,0
a693a71d-b06,31,25,6,36.6,0.6823,0.3947,1,122.7,0
60003a37-d0d,57,49,8,25.0,0.916,0.6714,1,98.5,0
ea37df47-d34,54,45,9,82.2,0.9167,0.8734,1,130.5,1
8d88eec4-326,60,50,10,0.8,0.6287,0.5907,0,174.9,0
2113d012-516,31,31,0,32.8,0.3309,0.58,0,103.9,0
edccd5c0-006,31,24,7,6.6,0.9099,0.4252,1,167.1,0
750fd261-3c4,55,49,6,4.5,0.9267,0.7035,1,86.2,0
88a3215e-c05,55,45,10,10.5,0.881,0.9002,1,171.7,0
4f2252fc-ced,30,42,12,21.4,0.8369,0.9363,1,120.3,0
50d56214-84f,26,18,8,4.0,0.8837,0.7846,1,92.7,0
10020ff7-58b,49,40,9,2.4,0.575,0.8161,0,132.5,1
dd58d6ee-86f,33,26,7,9.4,0.6902,0.5723,1,111.8,0
3a32ae7f-3ba,28,37,9,53.5,0.8041,0.754,1,100.2,0
4b04d117-184,53,51,2,25.9,0.7673,0.9827,0,144.0,0
305fbb79-90b,26,36,10,0.2,0.8914,0.6361,1,138.9,0
807417a4-dfd,54,48,6,0.1,0.5832,0.5256,1,67.2,0
d3d39315-f0b,59,65,6,16.2,0.9799,0.8316,1,122.4,0
8ee4bcfa-aec,41,52,11,5.4,0.9491,0.9562,1,172.9,0
d85b5353-3d1,56,54,2,9.0,0.8795,0.8156,0,145.3,0
eda49c3a-009,40,45,5,15.4,0.9681,0.9677,1,183.5,0
c803992f-452,23,18,5,1.6,0.6718,0.8702,1,167.0,0
3eb20d98-76e,27,30,3,9.9,0.6887,0.5708,0,38.4,0
5118accb-5d1,55,62,7,9.1,0.9335,0.8015,0,110.5,0
944532d4-791,45,34,11,9.4,0.755,0.7728,1,41.9,0
a4344af8-9b5,48,36,12,6.1,0.691,0.737,0,206.5,0
34f7fcc2-9f3,25,33,8,17.2,0.7911,0.7927,1,165.2,0
4d77e03e-712,44,36,8,4.3,0.6776,0.9696,0,78.3,0
fc073698-60f,36,36,0,4.6,0.5418,0.8385,1,156.6,0
f2d57d9a-c75,56,57,1,0.9,0.7063,0.5217,0,141.7,0
8f62baf3-f6e,35,35,0,3.7,0.5708,0.4408,1,71.4,1
d5531b05-b09,59,58,1,28.9,0.9315,0.6776,1,89.1,0
f6282979-25c,64,69,5,15.4,0.7364,0.8091,1,124.7,0
5e74a5d3-fbb,44,55,11,3.2,0.8558,0.518,1,126.4,0
a78d5a35-8ef,49,38,11,9.2,0.58,0.7324,1,102.7,1
7152621e-81a,56,57,1,0.6,0.4224,0.3407,1,134.1,1
c805f12d-106,58,52,6,3.5,0.3237,0.3226,1,47.2,1
e3f586c8-ead,41,50,9,12.9,0.6364,0.7176,1,77.5,0
5fc11831-34c,38,38,0,4.2,0.7546,0.3334,1,38.1,0
4dcf14dd-ef3,31,40,9,7.2,0.618,0.7214,1,150.3,0
502790fd-a3d,37,39,2,12.9,0.8457,0.7961,1,100.9,0
5038c6c1-6d3,40,29,11,17.3,0.883,0.1986,0,175.2,0
d1a152c0-938,38,37,1,44.5,0.7987,0.815,1,101.8,0
29c1c19f-518,39,41,2,0.9,0.9138,0.8526,1,117.2,0
a7cc222d-e7f,45,46,1,24.8,0.8508,0.8082,0,152.9,0
66b40ae5-f3e,47,35,12,8.9,0.3579,0.2232,0,57.1,0
070d7cf7-0ed,46,34,12,1.8,0.8896,0.6976,1,104.0,0
a0fded3c-554,50,45,5,9.8,0.4231,0.344,1,145.2,0
f467d184-435,59,49,10,36.6,0.9742,0.6114,1,237.2,0
dfe825c0-058,32,39,7,6.1,0.761,0.9477,1,218.8,0
8944f664-2b8,51,42,9,23.9,0.853,0.8065,1,157.7,0
09bdc9a0-03b,35,40,5,41.1,0.5705,0.1014,1,108.7,1
3a4df60f-326,38,34,4,13.5,0.7406,0.539,1,143.2,0
3c33f095-a08,24,31,7,4.3,0.7549,0.7565,1,88.6,0
9d7c7ff7-e2d,44,48,4,10.6,0.3427,0.9785,1,160.9,0
24f1168c-1aa,59,48,11,11.5,0.795,0.5856,1,139.6,0
0f21ab72-868,33,45,12,30.2,0.885,0.8629,1,86.0,0
d1baa620-098,43,48,5,10.6,0.6937,0.4425,1,178.0,0
e97b0e06-47c,29,38,9,27.7,0.9536,0.7262,1,85.7,0
98cd9be5-e5a,33,25,8,1.7,0.8853,0.6912,1,49.7,0
48200918-244,62,68,6,22.5,0.9655,0.7101,1,118.2,0
84e5cae2-c6d,58,52,6,25.5,0.6427,0.6481,0,152.0,0
621c08ab-43c,42,40,2,13.4,0.6586,0.6236,1,102.8,0
88e9d3db-89b,27,18,9,30.5,0.87,0.6553,1,152.5,0
499a2645-843,36,44,8,6.4,0.8605,0.8239,0,138.8,0
acb9d4c6-61c,62,64,2,1.0,0.9321,0.7707,1,86.4,0
4b66152b-11f,54,59,5,21.1,0.8316,0.8385,0,163.4,0
d239b002-85f,31,27,4,15.4,0.9328,0.7977,1,99.9,0
9738fff8-d85,42,38,4,2.1,0.8188,0.6791,0,135.9,0
7ebe28a2-3dd,57,55,2,0.6,0.4708,0.9519,1,98.3,0
9b5acc3e-03f,58,63,5,47.5,0.4259,0.5989,1,124.8,0
702ac6b3-367,55,63,8,0.5,0.9405,0.6888,0,108.2,0
715c6945-712,55,61,6,12.9,0.8127,0.4666,0,85.5,0
83f88667-6cb,28,37,9,8.3,0.9822,0.851,1,126.0,0
c5d09d41-e27,34,32,2,14.0,0.5144,0.8361,1,101.5,0
df5ab362-d16,23,18,5,0.2,0.6109,0.242,1,81.2,0
6f82b65c-a9f,44,49,5,0.1,0.983,0.7393,1,110.9,0
d0d170cd-9c0,47,52,5,6.2,0.7229,0.7764,1,173.1,0
a75b06d2-4be,48,55,7,7.8,0.9131,0.7928,1,117.6,0
6178306f-982,56,59,3,10.7,0.6898,0.7998,1,111.7,0
966b123e-387,50,57,7,27.2,0.8804,0.8922,1,47.8,0
bb404f90-229,59,52,7,19.6,0.7029,0.6242,1,161.7,0
d08dd7b4-c1c,53,60,7,0.3,0.9527,0.9782,0,173.9,0
c7bd3d58-b04,63,74,11,23.3,0.7329,0.8572,1,202.2,0
ae3d9c74-128,60,64,4,15.0,0.7741,0.7772,0,22.9,0
94fcf0cd-d25,22,18,4,3.0,0.8603,0.9255,1,96.9,0
735eaf9c-196,47,50,3,65.7,0.6953,0.7296,1,146.5,0
80c72e26-2e5,21,33,12,5.4,0.853,0.6756,0,95.1,0
e371f715-a8e,39,38,1,19.1,0.8692,0.3295,1,78.7,0
00cc94d1-ae1,38,46,8,0.8,0.8324,0.6611,1,128.9,0
75a8fc23-c15,43,54,11,3.9,0.9285,0.696,0,81.5,0
bb651157-847,53,46,7,16.5,0.7973,0.6226,1,128.4,0
b01bd0b5-c55,32,32,0,4.3,0.5649,0.9002,1,70.4,0
078d08e8-aae,44,56,12,2.8,0.8483,0.5693,1,108.1,0
dce5c744-8ba,46,45,1,3.1,0.7694,0.9506,1,153.0,0
6e296333-daf,33,36,3,1.5,0.6008,0.3166,1,115.3,0
239e9fc0-5a7,51,55,4,64.8,0.8443,0.4455,1,160.2,0
956b09a5-ee3,61,64,3,3.3,0.9681,0.7924,1,165.5,0
7a4e375b-2d9,26,21,5,21.9,0.6748,0.5723,0,163.2,0
4a72f166-24d,58,65,7,5.1,0.9708,0.3987,0,167.8,0
e3a76f5b-354,60,65,5,0.5,0.976,0.7729,1,28.8,0
556b3b46-210,52,62,10,8.7,0.8348,0.8637,1,192.5,0
4eb55e63-41b,41,29,12,12.8,0.7411,0.7973,1,78.9,0
866274d1-038,44,55,11,40.0,0.9652,0.7843,1,133.1,0
b7a0ad6d-0b8,22,18,4,13.6,0.5609,0.3679,1,129.9,1
a16b603d-4c5,33,45,12,8.7,0.5491,0.8701,1,100.7,0
8efd6bf7-37f,53,61,8,32.4,0.8966,0.8243,1,167.2,0
ded9d06e-ef1,61,69,8,51.2,0.6092,0.4252,1,131.7,0
9a200d1f-679,30,30,0,11.5,0.8853,0.8442,0,156.7,0
85b050d1-a1a,25,25,0,7.8,0.7932,0.5896,0,232.3,0
580e26d2-450,21,20,1,20.9,0.8994,0.8771,0,101.3,0
a647915d-92d,51,49,2,46.6,0.7984,0.672,0,175.1,0
896b7f55-ad4,47,44,3,9.0,0.6975,0.656,0,152.5,0
f6d0d14e-e42,62,62,0,2.0,0.7623,0.9574,0,103.8,0
4fb9b299-4ce,51,59,8,0.9,0.8551,0.6757,1,100.2,0
957c65aa-dea,44,49,5,5.4,0.6253,0.9173,1,44.7,0
946b50e8-888,31,29,2,8.6,0.6301,0.8919,1,143.6,0
b5aa4f10-4c2,33,35,2,6.7,0.9701,0.5772,0,83.0,0
6bf4c44a-b5a,52,48,4,10.0,0.8632,0.9455,1,182.3,0
e539f90b-bb3,25,25,0,34.3,0.8069,0.6145,1,141.9,0
da2f0c8d-3e2,22,31,9,2.6,0.9778,0.5029,1,134.6,0
85d7ea15-024,57,60,3,7.0,0.9371,0.9822,0,119.3,0
39fa633b-b05,29,23,6,9.6,0.8501,0.8102,1,159.9,0
def5ff44-83b,60,64,4,17.7,0.6082,0.8237,1,144.0,0
2b2c3053-12c,22,19,3,14.1,0.9257,0.8632,1,123.4,0
2ff96d96-328,24,18,6,2.7,0.9834,0.6646,1,166.8,0
92486e4a-f2b,60,51,9,8.7,0.9521,0.8325,0,86.7,0
1d8291e2-a50,35,23,12,20.7,0.6066,0.6362,0,132.0,0
4137ac9b-7ca,45,37,8,14.9,0.8858,0.8671,1,160.8,0
9e9f3ccb-7b6,62,53,9,1.3,0.5548,0.7056,1,167.7,1
3a1cc09a-96e,24,29,5,0.2,0.9157,0.9184,1,73.8,0
fbeaf109-2e9,46,34,12,1.8,0.6185,0.6835,1,150.6,0
6ab40265-be1,62,72,10,20.2,0.7285,0.7038,1,106.6,0
e200c01c-af6,41,51,10,1.9,0.5398,0.788,0,95.0,0
18e5163b-cc1,23,34,11,15.2,0.763,0.911,0,101.2,0
5e94ac07-b80,54,64,10,1.1,0.8378,0.9237,0,124.1,0
d656df67-217,34,46,12,3.7,0.7084,0.8672,0,192.9,0
40108dd0-ec2,39,37,2,37.3,0.7839,0.5641,1,131.3,0
288133b0-a10,24,26,2,1.0,0.6603,0.8292,0,83.0,0
72d90094-09d,49,58,9,22.2,0.9529,0.5791,1,65.4,0
f7672609-943,63,73,10,14.4,0.8679,0.6759,1,136.6,0
6a3d33e4-3af,52,54,2,16.1,0.9565,0.7915,1,180.5,0
c4d86987-20d,45,40,5,14.4,0.7071,0.771,1,146.6,0
f9e036bf-aba,50,48,2,23.6,0.9347,0.7259,1,163.5,0
614904cb-7d7,52,49,3,18.5,0.8429,0.7872,1,180.8,0
d128d33b-8ab,39,48,9,10.6,0.3699,0.4972,1,122.9,1
7917388c-bd3,58,57,1,18.2,0.3787,0.5452,1,68.8,0
7c2087c9-93d,26,21,5,5.1,0.3461,0.6265,1,177.4,0
3a93d6e6-35b,44,49,5,4.4,0.1605,0.5485,0,167.5,0
6c62ebad-50c,48,40,8,7.2,0.8542,0.7784,0,142.5,0
8051cca4-ca5,22,18,4,47.6,0.8495,0.7719,1,109.0,0
0ccdbfc1-c0d,30,33,3,27.6,0.7654,0.761,0,127.1,0
456a05bc-e8d,63,65,2,8.7,0.8876,0.7919,1,94.5,0
de30ee0f-52d,60,61,1,25.0,0.9443,0.5267,1,46.3,0
a52cc8c5-110,54,48,6,15.4,0.7699,0.7918,0,90.2,0
0f62cca4-b0f,27,37,10,5.2,0.9327,0.7019,1,158.2,0
e1c26df4-37d,36,45,9,9.0,0.8994,0.4639,1,171.5,1
b080d0c4-771,61,52,9,28.6,0.9611,0.8787,1,121.7,0
6a6cc4a5-a4e,56,46,10,41.5,0.7714,0.9059,1,192.2,0
fcebfdb0-6a3,51,61,10,3.2,0.7995,0.7167,1,65.5,0
b6a7ce97-eb2,21,20,1,17.5,0.7412,0.7106,1,185.6,0
69541659-5e6,59,65,6,27.6,0.9819,0.8307,0,138.0,0
51a3d85b-6de,38,46,8,3.8,0.3609,0.708,1,109.9,0
79036f1b-0c5,26,35,9,25.9,0.76,0.6233,1,77.2,0
bb68a06d-35c,34,31,3,0.1,0.9171,0.8084,1,110.8,0
80a6ca31-0ab,31,26,5,20.2,0.6616,0.7333,1,130.2,0
7cfe81c6-804,34,32,2,1.0,0.6669,0.7537,1,126.5,0
434e0a96-20d,57,69,12,5.4,0.3867,0.5523,0,123.7,0
54ffe50d-053,24,29,5,0.2,0.9778,0.8902,1,93.0,0
81c359e0-4e9,53,47,6,2.9,0.6247,0.785,1,101.2,0
f844660b-60d,37,35,2,2.1,0.5924,0.4783,1,57.5,1
d9bf5420-6b8,24,36,12,4.6,0.9569,0.8224,0,153.6,0
20d9b1f1-a78,28,18,10,0.0,0.4484,0.9322,0,157.5,1
6a063ece-7b0,47,56,9,14.8,0.9975,0.5791,1,94.7,0
f395f5bc-76d,63,56,7,6.9,0.9288,0.7951,1,38.5,0
642a133f-63f,62,60,2,3.5,0.7547,0.8612,1,167.2,0
a52973f3-cc2,37,26,11,5.5,0.6865,0.5905,1,124.5,0
1f9bb51f-6fa,35,38,3,16.8,0.7268,0.4033,1,40.1,0
2ac9b976-6fb,32,22,10,21.5,0.7647,0.4941,0,175.0,0
2c47f9c5-b10,45,43,2,37.3,0.5208,0.8736,1,113.5,0
23c6f922-97b,30,41,11,15.7,0.6871,0.8174,1,155.2,0
77867515-48f,55,50,5,1.7,0.7797,0.8784,1,98.0,0
bcdb29b6-f7f,52,52,0,18.8,0.6882,0.7015,1,141.0,0
f474711d-bc4,40,30,10,26.9,0.617,0.4063,0,100.8,0
80349415-257,47,38,9,10.9,0.7848,0.9343,1,135.7,0
65e78f14-d50,49,58,9,71.3,0.4603,0.9588,0,44.7,1
d2885609-76e,38,29,9,14.1,0.483,0.9399,0,129.1,0
ce09b1c4-606,31,30,1,15.4,0.7359,0.8554,0,151.6,0
cde269be-af7,35,26,9,6.9,0.5883,0.5818,0,59.9,1
826baf44-166,26,34,8,5.0,0.942,0.6482,0,88.5,0
d9e8e365-cc4,61,56,5,5.3,0.8536,0.7547,0,139.2,0
c15ff719-b0b,53,63,10,12.5,0.5946,0.5891,1,114.8,1
68b7618c-860,31,36,5,4.8,0.5894,0.5719,1,156.1,0
db15277b-e1b,36,44,8,16.8,0.4836,0.7467,1,75.5,0
1294205b-edd,50,48,2,18.0,0.8599,0.8547,0,137.8,0
ead07992-0a8,61,67,6,10.1,0.9179,0.6395,1,38.5,0
3ef716c3-7fd,32,26,6,16.5,0.7288,0.9294,1,149.9,0
b0bb5adc-064,59,68,9,23.7,0.9321,0.764,1,157.8,0
323efe84-422,63,59,4,13.2,0.7902,0.7229,1,100.3,0
df2aff76-98d,64,58,6,12.5,0.8754,0.8594,1,193.8,0
64968f21-68b,59,64,5,45.6,0.7426,0.3815,1,141.8,0
7245371b-e95,39,42,3,14.7,0.8188,0.7676,1,71.9,0
a857a179-af6,47,59,12,0.2,0.7726,0.964,1,69.1,0
5f873bc9-da6,38,49,11,12.6,0.8522,0.4871,0,97.4,0
8337142b-3ef,64,56,8,1.5,0.7536,0.4971,1,141.8,0
